Symbol	Description
SL48	SOCIETE GENERALE ACCEPTANCE NV CALL WTS 20/6/08 BLT E0.1 GBX1800 C
SLCT	ETFS Commodity Securities Limited
SLE	San Leon Energy Plc
SLEA	ETFS Commodity Securities Limited
SLED	Lebanese Company For The
SLES	Standard Life Equity Income Trust Plc
SLET	Standard Life Equity Income Trust Plc
SLHO	ETFS Commodity Securities Limited
SLI	Standard Life Investments Property Incom
SLN	Silence Therapeutics Plc
SLNG	Slingsby [H.C.] Plc
SLP	Sylvania Platinum Limited
SLQJPLL2	FTSE Japan Large Cap Sup
SLQJPLL3	FTSE Japan Large Cap Sup
SLQJPLS1	FTSE Japan Large Cap Sup
SLQJPLS2	FTSE Japan Large Cap Sup
SLQJPLS3	FTSE Japan Large Cap Sup
SLQSPL2X	FTSE Spain Super Liquid
SLQSPL3X	FTSE Spain Super Liquid
SLQSPS1X	FTSE Spain Super Liquid
SLQSPS2X	FTSE Spain Super Liquid
SLQSPS3X	FTSE Spain Super Liquid
SLQUKML2	FTSE UK Mid Cap Super Li
SLQUKML3	FTSE UK Mid Cap Super Li
SLQUKML4	FTSE UK Mid Cap Super Li
SLQUKMS1	FTSE UK Mid Cap Super Li
SLQUKMS2	FTSE UK Mid Cap Super Li
SLQUKMS3	FTSE UK Mid Cap Super Li
SLQUSL2	FTSE USA Large Cap Super
SLQUSL3	FTSE USA Large Cap Super
SLQUSL4	FTSE USA Large Cap Super
SLQUSS1	FTSE USA Large Cap Super
SLQUSS2	FTSE USA Large Cap Super
SLQUSS3	FTSE USA Large Cap Super
SLS	Standard Life UK Smaller Companies Trust
SLSC	Standard Life UK Smaller Companies Trust
SLST	ETFS Commodity Securities Limited
SLVR	ETFS Commodity Securities Limited
SLXH	Ishares Plc
SLXX	Ishares Plc
SM29	Sga Societe Generale Acc
SM46	Sga Societe Generale Acc
SMA	Sovereign Mines of Africa Plc
SMDS	Smith [Ds] Plc
SMEA	Ishares III Plc
SMIF	Twentyfour Select Monthl
SMIN	Smiths Group Plc
SMJ	Smart [J.] & Co. [Contractors] Plc
SML	Strategic Minerals Plc
SMN1	Shariah Multinationals 1
SMP	St.Modwen Properties Plc
SMP1	St.Modwen Properties Plc
SMRP	Amundi ETF
SMRU	Amundi ETF
SMS	Smart Metering Systems Plc
SMSD	Samsung Electronics Co L
SMSN	Samsung Electronics Co L
SMT	Scottish Mortgage Investment Trust Plc
SMTC	Lyxor Index Fund
SMTG	Summit Germany Limited
SMWH	Wh Smith Plc
SMX	FTSE Smallcap
SMXX	FTSE Smallcap [Exit]
SN	Smith & Nephew
SND	Sanderson Group Plc
SNEY	ETFS Commodity Securities Limited
SNG	Synairgen Plc
SNGA	ETFS Commodity Securities Limited
SNGR	Societatea Nationala De
SNIK	ETFS Commodity Securities Limited
SNLD	Ishares V Public Limited Company
SNN	Sanne Group Plc
SNOK	ETFS Foreign Exchange Limited
SNOP	ETFS Foreign Exchange Limited
SNP	China Petroleum & Chemic
SNR	Senior Plc
SNRG	ETFS Commodity Securities Limited
SNT	Sabien Technology Group Plc
SNTY	Synety Group Plc
SNX	Synectics Plc
SNZD	ETFS Foreign Exchange Limited
SNZP	ETFS Foreign Exchange Limited
SOFF	ETFS Commodity Securities Limited
SOFT	Barclays Bank Plc
SOG	Statpro Group Plc
SOI	Schroder Oriental Income Fund Limited
SOIL	ETFS Commodity Securities Limited
SOLG	Solgold Plc
SOLI	Solid State Plc
SOLO	Solo Oil Plc
SOM	Somero Enterprise Inc.
SOPH	Sophos Group Plc
SOU	Sound Oil Plc
SOYB	ETFS Commodity Securities Limited
SOYO	ETFS Commodity Securities Limited
SPA	1Spatial Plc
SPAG	Ishares V Public Limited Company
SPAL	Source Physical Markets Plc
SPAP	Source Physical Markets
SPD	Sports Direct International Plc
SPDI	Spdi Secure Property Dev
SPDM	Ishares Physical Metals Plc
SPE	Sopheon Plc
SPET	ETFS Commodity Securities Limited
SPGH	Superglass Holdings Plc
SPGP	Ishares V Public Limited Company
SPGS	Barclays Bank Plc
SPH	Sinclair Is Pharma Plc
SPHR	Sphere Medical Holding Plc
SPI	Spire Healthcare Group P
SPI4	Sg Issuer
SPI5	Sg Issuer
SPK	Spark Ventures Plc
SPL	Skil Ports & Logistics Limited
SPLA	ETFS Commodity Securities Limited
SPLT	Ishares Physical Metals Plc
SPMT	ETFS Commodity Securities Limited
SPMV	Ishares Vi Plc (The Comp
SPO	Sportech Plc
SPOG	Ishares V Public Limited Company
SPOL	Ishares V Public Limited Company
SPPC	ST Peter Port Capital Limited
SPPP	Source Physical Markets
SPPT	Source Physical Markets Plc
SPRP	Sprue Aegis Plc
SPSY	Spectra Systems Corporation
SPT	Spirent Communications Plc
SPVG	Powershares Glbal Funds
SPVX	Powershares Glbal Funds
SPX	Spirax-Sarco Engineering Plc
SPX5	SSGA SPDR ETFS Europe I
SPX8	Sga Societe Generale Acc
SPXJ	Ishares III Plc
SPXP	Source Markets Public Li
SPXS	Source Markets Public Limited Company
SPY4	SSGA SPDR ETFS Europe I
SPY5	SSGA SPDR ETFS Europe I
SQN	Sqn Asset Finance Income
SQNC	Sqn Asset Finance Income Fund Limited
SQS	Sqs Software Quality Systems Ag
SQZ	Serica Energy Plc
SRB	Serabi Gold Plc
SRE	Sirius Real Estate Ld
SREI	Schroder Real Estate Investment Trust Li
SRES	Sunrise Resources Plc
SRO	Spitfire Oil Limited
SRP	Serco Group Plc
SRSA	Ishares III Plc
SRSP	Sirius Petroleum Plc
SRT	Software Radio Technology Plc
SRX	Sierra Rutile Limited
SS03	FTSE Global Small Cap Ex
SS07	FTSE Europe Small Cap In
SS08	FTSE Europe Small Cap Ex
SS09	FTSE Asia Pacific Small
SSA	Sistema Jsfc
SSAC	Ishares V Public Limited Company
SSE	Sse Plc
SSEK	ETFS Foreign Exchange Limited
SSEP	ETFS Foreign Exchange Limited
SSFT	ETFS Commodity Securities Limited
SSHY	Pimco Fixed Income Sourc
SSIL	ETFS Commodity Securities Limited
SSLN	Ishares Physical Metals Plc
SSLV	Source Physical Markets Plc
SSOB	ETFS Commodity Securities Limited
SSPG	Ssp Group Plc
SST	Scottish Oriental Smaller Companies Trus
SSTY	Safestay Plc
SSUG	ETFS Commodity Securities Limited
SSXF	Ishares III Plc
SSY	Scisys Plc
SSYO	ETFS Commodity Securities Limited
STAA	Multi Units France
STAB	Standard Chartered Plc
STAC	Standard Chartered Plc
STAF	Staffline Group Plc
STAG	Multi Units Luxembourg
STAN	Standard Chartered Plc
STAR	Starcom Plc
STAW	Multi Units Luxembourg
STB	Secure Trust Bank Plc
STCK	Stock Spirits Group Plc
STCM	Steppe Cement Ltd
STE	Stewart & Wight Plc
STEL	Stellar Diamonds Plc
STG	Stellar Resources Plc
STGR	Stratmin Global Resources Plc
STHE	Pimco Fixed Income Sourc
STHR	Sthree Plc
STHY	Pimco Fixed Income Source ETFS Plc
STI	Stratex International Plc
STIM	ETFS Commodity Securities Limited
STJ	St. James's Place Plc
STL	Stilo International Plc
STM	Stm Group PC
STNN	Standard Chartered Plc
STOB	Stobart Group Ld
STR	Stride Gaming Plc
STS	Securities Trust of Scotland Plc
STVG	Stv Group Plc
STY	Styles & Wood Group Plc
STYC	Pimco Fixed Income Sourc
SUAG	Ishares II Plc
SUEL	Suzlon Energy Limited
SUGA	ETFS Commodity Securities Limited
SUGE	UBS Ag
SUGG	UBS Ag
SUGU	UBS Ag
SUH	Sutton Harbour Holdings Plc
SUK1	Boost Issuer Public Limi
SUK2	Go Ucits ETF Solutions P
SUKC	SSGA SPDR ETFS Europe II
SULA	Sula Iron & Gold Plc
SUMM	Summit Corporation Plc
SUN	Surgical Innovations Group Plc
SUP3	ETFS Foreign Exchange Li
SUS	S & U Plc
SUSB	ETFS Foreign Exchange Li
SUSC	SSGA SPDR ETFS Europe I
SUSD	SSGA SPDR ETFS Europe I
SVCA	Servoca Plc
SVE	Starvest Plc
SVI	Svg Capital Plc
SVM	Svm UK Emerging Fund Plc
SVR	Servicepower Technologies Plc
SVS	Savills Plc
SVST	Oao Severstal
SVT	Severn Trent Plc
SVTL	Severn Trent Plc
SWALLE	FTSE Shariah Emerging Index
SWAP	Moneyswap Plc
SWCHN	FTSE Shariah China Index
SWDA	Ishares III Plc
SWDEURS	FTSE Shariah Developed Europe Index
SWDPAC	FTSE Shariah Developed Asia Pacific
SWDPACXJ	FTSE Shariah Developed Asia Pacific Ex J
SWDXUS	FTSE Shariah Developed Ex US Index
SWEA	ETFS Commodity Securities Limited
SWEF	Starwood European Real E
SWIND	FTSE Shariah India Index
SWL	Swallowfield Plc
SWORLDS	FTSE Shariah All-World Index
SWP	Swp Group Plc
SWPACXJA	FTSE Shariah Asia Pacific Ex Japan Index
SWPXJAN	FTSE Shariah Asia-Pacific
SWUSA	FTSE Shariah USA Index
SX5S	Source Markets Public Li
SXFN	Ishares II Plc
SXLB	SSGA SPDR ETFS Europe II
SXLE	SSGA SPDR ETFS Europe II
SXLF	SSGA SPDR ETFS Europe II
SXLI	SSGA SPDR ETFS Europe II
SXLK	SSGA SPDR ETFS Europe II
SXLP	SSGA SPDR ETFS Europe II
SXLU	SSGA SPDR ETFS Europe II
SXLV	SSGA SPDR ETFS Europe II
SXLY	SSGA SPDR ETFS Europe II
SXS	Spectris Plc
SXX	Sirius Minerals Plc
SY45	Sga Societe Generale Acc
SY46	Sga Societe Generale Acc
SY73	Sga Societe Generale Acc
SYM	Symphony Environmental Technologies Plc
SYNT	Synthomer Plc
SYP3	ETFS Foreign Exchange Li
SYQ	Syqic Plc
SZ30	Sga Societe Generale Acc
SZ51	Sga Societe Generale Acc
SZ52	Sga Societe Generale Acc
SZ60	Sga Societe Generale Acc
SZCD	Suez Cement Company S.A.
SZIC	ETFS Commodity Securities Limited
T16	United Kingdom
T17	United Kingdom
T18	United Kingdom
T19	United Kingdom
T1X	FTSE Techmark Focus
T20	United Kingdom
T22	United Kingdom
T23	United Kingdom
T24	United Kingdom
T24I	United Kingdom
T25	United Kingdom
T27	United Kingdom
T29	United Kingdom
T2HI	United Kingdom
T2IL	United Kingdom
T30I	United Kingdom
T32	United Kingdom
T39	United Kingdom
T40	United Kingdom
T42	United Kingdom
T42A	United Kingdom
T44	United Kingdom
T45	United Kingdom
T46	United Kingdom
T47	United Kingdom
T49	United Kingdom
T4Q	United Kingdom
T52	United Kingdom
T58	United Kingdom
T62	United Kingdom
T68	United Kingdom
TA10	Sg Issuer
TACDXUSR	FTSE Developed All Cap E
TAIH	Taihua Plc
TAL	Ten Alps Plc
TALK	Talktalk Telecom Group Plc
TAN	Tanfield Group Plc
TAP	Taptica International Ltd
TAST	Tasty Plc
TASX	FTSE Techmark Allshare
TATE	Tate & Lyle Plc
TAU	Tau Capital Plc
TAVI	Tavistock Investments Pl
TBCB	Tbc Bank Joint Stock Com
TBGR	Tiso Blackstar Group Se
TCA	Terra Capital Plc
TCF	Terra Catalyst Fund
TCG	Thomas Cook Group Plc
TCM	Telit Communications Plc
TCN	Tricorn Group Plc
TCS	Tcs Group Holding Plc
TCSA	Tcs Group Holding Plc
TCSC	Town Centre Securities Plc
TCT	Cayenne Trust Plc [The]
TCY	Telecity Group Plc
TDE	Telefonica Sa
TE10	Test Stocks
TEA	Teathers Financial Plc
TECH	Techfinancials Inc
TED	Ted Baker Plc
TEEG	Telecom Egypt S.A.E.
TEF	Telford Homes Plc
TEK	Tekcapital Plc
TELE	SSGA SPDR ETFS Europe II
TELG	Multi Units Luxembourg
TELW	Multi Units Luxembourg
TEM	Templeton Emerging Markets Investment TR
TEN	Tengri Resources
TEP	Telecom Plus Plc
TERN	Tern Plc
TET	Treatt Plc
TFG	Tetragon Financial Group Limited
TFIF	Twentyfour Income Fund L
TFQEACR	FTSE Emerging Markets Al
TFW	Thorpe [F.W.] Plc
TG17	United Kingdom
TG19	United Kingdom
TG21	United Kingdom
TG22	United Kingdom
TG44	United Kingdom
TG52	United Kingdom
TGBD	Turkiye Garanti Bankasi
TGBL	Tata Global Beverages Ld
THA	Multi Units France
THAG	Multi Units France
THAL	Thalassa Holdings Limited
THL	Tongaat Hulett Limited
THR	Thor Mining Plc
THRG	Throgmorton Trust Plc
THRL	Target Healthcare REIT L
TIBD	Turkiye Is Bankasi A.S.
TIDE	Crimson Tide Plc
TIG	Innovation Group Plc
TIGT	Troy Income & Growth Trust Plc
TILS	Tiziana Life Sciences Pl
TINM	ETFS Commodity Securities Limited
TIR	Tiger Resource Finance Plc
TJI	Tejoori Limited
TLA	Tla Worldwide Plc
TLI	Alternative Asset Opportunities Pcc Ltd
TLOU	Tlou Energy Limited
TLPR	Tullett Prebon Plc
TLW	Tullow Oil Plc
TLY	Totally Plc
TMKS	Oao Tmk
TMMG	The Mission Marketing Group Plc
TMPL	Temple Bar Investment Trust Plc
TMS1	FTSE Techmark Mediscienc
TMT	Tmt Investments Plc
TMZ	Toumaz Ld
TND	Tandem Group Plc
TNG	Tangent Communications Plc
TNI	Trinity Mirror Plc
TNOA	Multi Units France
TNOG	Multi Units Luxembourg
TNOL	Lyxor International Asse
TNOU	Lyxor International Asse
TNOW	Multi Units Luxembourg
TOC1	Sg Issuer
TOM	Tomco Energy Plc
TON	Titon Holdings Plc
TORO	Toro Limited
TOT	Total Produce Plc
TPF	Taliesin Property Fund Limited
TPFZ	Taliesin Property Fund L
TPG	Tp Group Plc
TPK	Travis Perkins Plc
TPL	Tethys Petroleum Limited
TPOG	Third Point Offshore Investors Limited
TPOP	People's Operator Plc (T
TPOU	Third Point Offshore Investors Limited
TPR1	Tullett Prebon Plc
TPS	Turbo Power Systems Inc
TPT	Topps Tiles Plc
TR16	United Kingdom
TR17	United Kingdom
TR18	United Kingdom
TR19	United Kingdom
TR1T	United Kingdom
TR20	United Kingdom
TR21	United Kingdom
TR22	United Kingdom
TR24	United Kingdom
TR25	United Kingdom
TR26	United Kingdom
TR27	United Kingdom
TR28	United Kingdom
TR30	United Kingdom
TR32	United Kingdom
TR34	United Kingdom
TR37	United Kingdom
TR38	United Kingdom
TR40	United Kingdom
TR46	United Kingdom
TR4Q	United Kingdom
TR50	United Kingdom
TR60	United Kingdom
TR68	United Kingdom
TR8F	United Kingdom
TRAF	Trafalgar New Homes Plc
TRAK	Trakm8 Holdings Plc
TRB	Tribal Group Plc
TRC	Trinity Capital Plc
TRCN	Ojsc Center For Cargo Co
TRCS	Tracsis Plc
TRD	Triad Group Plc
TRE	Trading Emissions Plc
TREE	Cambium Global Timberland Limited
TRG	TR European Growth Trust Plc
TRGOV01	
TRI	Trifast Plc
TRIC	Tricor Plc
TRIG	The Renewables Infrastru
TRIN	Trinity Exploration & Pr
TRK	Torotrak Plc
TRP	Tower Resources Plc
TRS	Tarsus Group Plc
TRS3	SSGA SPDR ETFS Europe I
TRSY	SSGA SPDR ETFS Europe I Plc
TRT	Transense Technologies Plc
TRTQ	United Kingdom
TRV	Treveria Plc
TRX	Tissue Regenix Group Plc
TRY	TR Property Investment Trust Plc
TS16	United Kingdom
TS19	United Kingdom
TS1L	Tesco Personal Finance P
TS20	United Kingdom
TS52	Tesco Personal Finance P
TSC5	Tesco Personal Finance P
TSCO	Tesco Plc
TSG	Trans-Siberian Gold Plc
TSTL	Tristel Plc
TSTR	Tri-Star Resources Plc
TSY3	SSGA SPDR ETFS Europe I
TTA	Total S.A.
TTG	Tt Electronics Plc
TTR	32Red Plc
TTST	Tata Steel Limited
TUI	Tui Ag
TUNE	Focusrite Plc
TUNG	Tungsten Corporation Plc
TURL	Lyxor International Asse
TURU	Lyxor International Asse
TW	Taylor Wimpey
TW100	Tsec Taiwan Mid-Cap
TW50	FTSE Tsec Taiwan 50 Inde
TW50U	Tsec Taiwan 50 Index
TWDP	Tsec Taiwan Dividend
TWEI	Tsec Taiwan Eight Industries
TWND	Lyxor International Asse
TWNL	Lyxor International Asse
TWSH	Tsec Taiwan Shariah Index
TWTECH	Tsec Taiwan Technology
TXH	Tex Holdings Plc
TY21	United Kingdom
TY8	United Kingdom
TYM	Tertiary Minerals Plc
TYMN	Tyman Plc
TYR	Tyratech Inc
TYRU	Tyratech Inc
TYT	Toyota Motor Corporation
UAI	U and I Group Plc
UANC	Urban&Civic Plc
UAV	Unicorn Aim Vct Plc
UB00	UBS ETF
UB01	UBS ETF
UB02	UBS ETF
UB03	UBS ETF
UB0500	FTSE 350 Supersector Oil
UB06	UBS ETF
UB12	UBS ETF
UB1300	FTSE 350 Supersector Che
UB17	UBS ETF
UB1700	FTSE 350 Supersector Bas
UB20	UBS ETF
UB23	UBS ETF
UB2300	FTSE 350 Supersector Con
UB2700	FTSE 350 Supersector Ind
UB30	UBS ETF
UB32	UBS ETF
UB3300	FTSE 350 Supersector Aut
UB3500	FTSE 350 Supersector Foo
UB36	UBS ETF
UB3700	FTSE 350 Supersector Per
UB39	UBS ETF
UB45	UBS ETF
UB4500	FTSE 350 Supersector Hea
UB5300	FTSE 350 Supersector Ret
UB5500	FTSE 350 Supersector Med
UB5700	FTSE 350 Supersector Tra
UB6500	FTSE 350 Supersector Tel
UB69	UBS ETF
UB74	UBS ETF
UB7500	FTSE 350 Supersector Uti
UB82	UBS ETF
UB8300	FTSE 350 Supersector Ban
UB8500	FTSE 350 Supersector Ins
UB8600	FTSE 350 Supersector Rea
UB8700	FTSE 350 Supersector Fin
UB89	UBS ETF
UB91	UBS ETF
UB94	UBS ETF
UB9500	FTSE 350 Supersector Tec
UB99	UBS ETF
UBI	Ubisense Group Plc
UBM	Ubm Plc
UC03	UBS (Irl) ETF Plc
UC04	UBS (Irl) ETF Plc
UC07	UBS (Irl) ETF Plc
UC10	UBS (Irl) ETF Plc
UC12	UBS (Irl) ETF Plc
UC13	UBS (Irl) ETF Plc
UC14	UBS ETFS Plc
UC15	UBS ETFS Plc
UC17	UBS ETFS Plc
UC24	UBS ETFS Plc
UC30	UBS ETFS Plc
UC38	UBS ETFS Plc
UC41	UBS ETFS Plc
UC42	UBS (Irl) ETF Plc
UC44	UBS ETF
UC46	UBS ETF
UC49	UBS (Irl) ETF Plc
UC53	UBS (Irl) ETF Plc
UC55	UBS ETF
UC59	UBS ETF
UC60	UBS ETF
UC61	UBS ETF
UC62	UBS ETF
UC64	UBS ETF
UC65	UBS ETF
UC66	UBS ETF
UC67	UBS ETF
UC68	UBS ETF
UC74	UBS (Irl) ETF Plc
UC75	UBS (Irl) ETF Plc
UC76	UBS ETF
UC77	UBS ETF
UC78	UBS ETF
UC79	UBS ETF
UC81	UBS ETF
UC82	UBS ETF
UC84	UBS ETF
UC85	UBS ETF
UC86	UBS ETF
UC87	UBS ETF
UC89	UBS ETF
UC90	UBS ETFS Plc
UC94	UBS ETF
UC97	UBS ETF
UC98	UBS ETF
UCAP	Ossiam Lux
UCG	United Carpets Group Plc
UCP	Unitech Corporate Parks Plc
UDG	United Drug Plc
UDVD	SSGA SPDR ETFS Europe I Plc
UEM	Utilico Emerging Markets Limited
UEMS	Utilico Emerging Markets Limited
UEN	Urals Energy Public Company Limited
UEP	Umc Energy Plc
UGAS	ETFS Commodity Securities Limited
UGNA	Epra/Nareit North America Index [Usd]
UJO	Union Jack Oil Plc
UK38	Goldman Sachs Internatio
UK3L	ETFS Equity Securities L
UK3S	ETFS Equity Securities L
UKCM	UK Commercial Property Trust Ld
UKCO	SSGA SPDR ETFS Europe I Plc
UKDIGEQ	FTSE UK Digital Services
UKDV	SSGA SPDR ETFS Europe I Plc
UKIV	Recon Capital FTSE 100 E
UKL3	Sg Issuer
UKLCEQSN	FTSE UK Large Cap Equall
UKM	UK Mail Group Plc
UKMD	Ossiam Lux
UKML	UK Mortgages Limited
UKMV	Ossiam Lux
UKOG	UK Oil & Gas Investments
UKPR	Ishares III Plc
UKR	Ukrproduct Group Limited
UKRE	Ishares III Plc
UKRO	Ukraine Opportunity Trust Plc
UKS3	Sg Issuer
UKSR	UBS (Irl) ETF Plc
UKT	UK Select Trust Ld
UKW	Greencoat UK Wind Plc
UKX	FTSE 100
UKXDUK	FTSE 100 Total Return Declared Dividend
UKXEQ	FTSE 100 Equally Index
UKXI1X	FTSE 100 Daily Short Str
UKXI2	FTSE 100 Daily Super Sho
UKXI2X	FTSE 100 Daily Super Sho
UKXI3X	FTSE 100 Daily Ultra Sho
UKXI5X	FTSE 100 Gross TR Index
UKXL2	FTSE 100 Daily Leveraged
UKXL2X	FTSE 100 Daily Leveraged
UKXL3X	FTSE 100 Daily Super Lev
UKXL4X	FTSE 100 Daily Ultra Lev
UKXL5X	FTSE 100 TR Index
UKXM	FTSE 100 Mini Index
UKXMV	FTSE 100 Minimum Variance Index
UKXNUK	FTSE 100 Net Dividend Index
UKXS	FTSE 100 Daily Short Ind
UKXSP	FTSE 100 Expiry Index
UKXUSD	FTSE 100 - USD Index
UKXUSDM	FTSE 100 USD Mini Index
ULE	Ultra Electronics Holdings Plc
ULS	Uls Technology Plc
ULVR	Unilever Plc
UNG	Universe Group Plc
UNGL	Epra/Nareit Global Index [Usd]
UNUS	Epra United States Index
UPL	Upland Resources Limited
UPRA	Epra Europe Index [Usd]
URA	Uranium Resources Plc
URGB	ETFS Foreign Exchange Limited
URKA	Jsc Uralkali
URU	Uru Metals Limited
US10	Multi Units France
US13	Multi Units France
US500	FTSE US 500 Index
US57	Multi Units France
USAG	SSGA SPDR ETFS Europe I Plc
USAL	Lyxor International Asse
USAU	Lyxor International Asse
USCSLL2X	FTSE USA Small Cap Super Liquid 2X Daily
USCSLL3X	FTSE USA Small Cap Super Liquid 3X Daily
USCSLS1X	FTSE USA Small Cap Super Liquid Daily Sh
USCSLS2X	FTSE USA Small Cap Super Liquid 2X Daily
USCSLS3X	FTSE USA Small Cap Super Liquid 3X Daily
USD2	ETFS Foreign Exchange Li
USDV	SSGA SPDR ETFS Europe I Plc
USEF	Fundlogic Alternatives P
USG	Ultimate Sports Group Plc
USGB	ETFS Foreign Exchange Limited
USIG	Lyxor Index Fund
USLV	SSGA SPDR ETFS Europe I
USMV	Ossiam Lux
USP3	ETFS Foreign Exchange Li
USPR	Ishares III Plc
USPY	Go Ucits ETF Solutions Plc
USRE	Ishares III Plc
USSC	SSGA SPDR ETFS Europe II
UST	Lyxor International Asse
USTL	Lyxor International Asse
USTY	SSGA SPDR ETFS Europe I
USVL	SSGA SPDR ETFS Europe II
UTG	Unite Group Plc
UTG1	Unite Group Plc
UTIG	Multi Units Luxembourg
UTIL	SSGA SPDR ETFS Europe II
UTIW	Multi Units Luxembourg
UTL	Utilico Investments Limited
UTLC	Utilico Finance Limited
UTLD	Utilico Finance Limited
UTLE	Utilico Finance Limited
UTLL	Lyxor International Asse
UTLU	Lyxor International Asse
UTV	Utv Media Plc
UTW	Utilitywise Plc
UU	United Utilities
UVAL	SSGA SPDR ETFS Europe II
UVEL	Univision Engineering Limited
VAL	Valirx Plc
VAPX	Vanguard Funds Plc
VAST	Vast Resources Plc
VCBC	Vertu Capital Limited
VCP	Victoria Plc
VCT	Victrex Plc
VDEM	Vanguard Funds Plc
VDEV	Vanguard Funds Plc
VDJP	Vanguard Funds Plc
VDNR	Vanguard Funds Plc
VDPX	Vanguard Funds Plc
VEC	Vectura Group Plc
VED	Vedanta Resources Plc
VELA	Vela Technologies Plc
VEN	Ventus Vct Plc
VEN2	Ventus 2 Vct Plc
VENC	Ventus Vct Plc
VENN	Venn Life Sciences Holdi
VER	Vernalis Plc
VERX	Vanguard Funds Plc
VEUR	Vanguard Funds Plc
VEVE	Vanguard Funds Plc
VFEM	Vanguard Funds Plc
VGAS	Volga Gas Plc
VGOV	Vanguard Funds Plc
VHYD	Vanguard Funds Plc
VHYL	Vanguard Funds Plc
VIN	Value and Income Trust Plc
VIP	Vipera Plc
VIS	Vitesse Media Plc
VJPN	Vanguard Funds Plc
VLE	Volvere Plc
VLG	Venture Life Group Plc
VLK	Vislink Plc
VLOX	Velox3 Plc
VLS	Velocys Plc
VLX	Volex Plc
VM	Virgin Money Holdings
VMID	Vanguard Funds Plc
VMT	Vmoto Limited
VNC	Ventus 2 Vct Plc
VNET	Vianet Group Plc
VNH	Vietnam Holding Limited
VNHW	Vietnam Holding Limited
VNI	Vietnam Infrastructure Limited
VNIL	Vietnam Infrastructure L
VNL	Vinaland Limited
VNLZ	Vinaland Zdp Ltd
VNRT	Vanguard Funds Plc
VO25	Vodafone Group Plc
VO32	Vodafone Group Plc
VOD	Vodafone Group Plc
VOF	Vinacapital Vietnam Opportunity Fund Ld
VOG	Victoria Oil & Gas Plc
VOLT	Source Markets Public Limited Company
VP	VP Plc
VRP	Verona Pharma Plc
VRS	Versarien Plc
VSL	Vpc Specialty Lending In
VSLC	Vpc Specialty Lending Investments Plc
VSN	Verseon Corporation Plc
VSVS	Vesuvius Plc
VSXG	Barclays Bank Plc
VSXX	Barclays Bank Plc
VSXY	Barclays Bank Plc
VSYG	Barclays Bank Plc
VTA	Volta Finance Limited
VTBR	Jsc Vtb Bank
VTC	Vitec Group Plc [The]
VTU	Vertu Motors Plc
VUKE	Vanguard Funds Plc
VUSA	Vanguard Funds Plc
VUSD	Vanguard Funds Plc
VWRD	Vanguard Funds Plc
VWRL	Vanguard Funds Plc
VXIM	Barclays Bank Plc
VXIS	Barclays Bank Plc
VZC	Verizon Communications
WAFM	West African Minerals Corporation
WALG	Walcom Group Limited
WAND	Wandisco Plc
WAS1	Wasps Finance Plc
WATL	Lyxor International Asse
WATR	Water Intelligence Plc
WBS	West Bromwich Building Society
WCW	Walker Crips Group Plc
WDMV	Ossiam Lux
WDRL	Multi Units Luxembourg
WDSC	SSGA SPDR ETFS Europe II
WEAT	ETFS Commodity Securities Limited
WEB	Webis Holdings Plc
WEIR	Weir Group Plc
WG	Wood Group (John)
WGB	Walker Greenbank Plc
WHE	Wildhorse Energy Limited
WHI	W.H. Ireland Group Plc
WHTE	UBS Ag
WHTG	UBS Ag
WHTU	UBS Ag
WI01	FTSE World
WI02	FTSE World Ex South Afri
WI03	FTSE World Europe Ex EUR
WIAUS	FTSE Australia Index
WIAUT	FTSE Austria Index
WIBEL	FTSE Belgium/Lux Index
WIBRA	FTSE Brazil Index
WICAN	FTSE Canada Index
WICHE	FTSE Switzerland Index
WICHL	FTSE Chile Index
WICHN	FTSE China Index
WICOL	FTSE Colombia Index
WICZH	FTSE Czech Rep. Index
WIDEN	FTSE Denmark Index
WIDEU	FTSE Germany Index
WIEGY	FTSE Egypt Index
WIESP	FTSE Spain Index
WIFIN	FTSE Finland Index
WIFRA	FTSE France Index
WIGBR	FTSE UK Index
WIGRC	FTSE Greece Index
WIHKG	FTSE Hong Kong Index
WIHUN	FTSE Hungary Index
WIIDN	FTSE Indonesia Index
WIIND	FTSE India Index
WIIRL	FTSE Ireland Index
WIISR	FTSE Israel Index
WIITA	FTSE Italy Index
WIJPNC	FTSE Japan Index
WIJPNE	FTSE Japan Index  EUR
WIJPNG	FTSE Japan Index - Gbp
WIJPNU	FTSE Japan Index - USD
WIJPUMVN	FTSE Japan Minimum Varia
WIKOR	FTSE Korea Index
WIL	Wilmington Group Plc
WIMAL	FTSE Malaysia Index
WIMEX	FTSE Mexico Index
WIN	Wincanton Plc
WIND	Renewable Energy Generation Limited
WINK	M Winkworth Plc
WINLD	FTSE Netherlands Index
WINOR	FTSE Norway Index
WINZL	FTSE New Zealand Index
WIPAK	FTSE Pakistan Index
WIPER	FTSE Peru Index
WIPHL	FTSE Philippines Index
WIPOL	FTSE Poland Index
WIPTL	FTSE Portugal Index
WIRUS	FTSE Russia Index
WISGP	FTSE Singapore Index
WISWE	FTSE Sweden Index
WITHA	FTSE Thailand Index
WITUR	FTSE Turkey Index
WITWN	FTSE Taiwan Index
WIUAE	FTSE UAE Index
WIUSA	FTSE USA Index
WIUSAMVN	FTSE USA Minimum Varianc
WIZAF	FTSE South Africa Index
